ForecastKey,DateKey,Chain_ID,Zone,SKU_Code,Forecast_Qty,Forecast_Revenue,Target_Revenue,Forecast_CM2_Value,Confidence_Level,Forecast_Type
1916,202609,CH04,East,SKU-102,250,65921.2,66942.34,21248.04,0.67,Rolling
1917,202609,CH04,East,SKU-103,269,40326.78,39748.02,14111.9,0.81,Rolling
1918,202609,CH04,East,SKU-201,264,25885.65,25917.29,8624.21,0.73,Rolling
1919,202609,CH04,East,SKU-202,251,56315.54,53828.27,18280.72,0.93,Rolling
1920,202609,CH04,East,SKU-203,272,38331.26,36651.59,13115.66,0.87,Rolling
1921,202609,CH04,East,SKU-301,277,38851.2,39732.27,12591.7,0.75,Rolling
1922,202609,CH04,East,SKU-302,304,29096.61,27900.51,9727.77,0.67,Rolling
1923,202609,CH04,East,SKU-303,276,51840.06,50589.83,17753.27,0.7,Rolling
1924,202609,CH04,East,SKU-401,289,92863.25,91888.61,32444.86,0.68,Rolling
1925,202609,CH04,East,SKU-402,245,32146.48,32844.96,10479.76,0.79,Rolling
1926,202609,CH04,West,SKU-101,258,52035.37,53398.75,17456.47,0.93,Rolling
1927,202609,CH04,West,SKU-102,258,75889.55,76810.07,24390.61,0.83,Rolling
1928,202609,CH04,West,SKU-103,264,42446.19,42667.56,13584.95,0.84,Rolling
1929,202609,CH04,West,SKU-201,282,29133.59,30490.42,9583.3,0.72,Rolling
1930,202609,CH04,West,SKU-202,255,61937.22,62610.42,20383.52,0.84,Rolling
1931,202609,CH04,West,SKU-203,276,35139.04,35611.9,11697.96,0.66,Rolling
1932,202609,CH04,West,SKU-301,263,36949.36,37808.25,11950.53,0.73,Rolling
1933,202609,CH04,West,SKU-302,273,25263.69,25555.01,8534.29,0.92,Rolling
1934,202609,CH04,West,SKU-303,268,50200.98,49698.94,17137.74,0.66,Rolling
1935,202609,CH04,West,SKU-401,248,88691.37,86410.81,28823.61,0.83,Rolling
1936,202609,CH04,West,SKU-402,283,39052.36,37482.94,13592.4,0.75,Rolling
1937,202609,CH05,North,SKU-101,284,54972.49,52701.22,19067.43,0.89,Rolling
1938,202609,CH05,North,SKU-102,271,76386.29,76147.12,25899.72,0.93,Rolling
1939,202609,CH05,North,SKU-103,274,44480.95,44564.72,14697.58,0.84,Rolling
1940,202609,CH05,North,SKU-201,267,27131.81,28472.32,8721.67,0.86,Rolling
1941,202609,CH05,North,SKU-202,289,65582.6,66943.8,21831.16,0.68,Rolling
1942,202609,CH05,North,SKU-203,314,44028.27,44166.13,14161.26,0.94,Rolling
1943,202609,CH05,North,SKU-301,285,47232.19,48351.13,15783.57,0.83,Rolling
1944,202609,CH05,North,SKU-302,246,19917.49,20006.83,6703.85,0.91,Rolling
1945,202609,CH05,North,SKU-303,281,60293.04,60734.64,20390.59,0.7,Rolling
1946,202609,CH05,North,SKU-401,260,91329.41,88259.98,31057.84,0.86,Rolling
1947,202609,CH05,North,SKU-402,259,33241.64,32908.49,10804.43,0.71,Rolling
1948,202609,CH05,South,SKU-101,265,53400.88,52438.32,18612.78,0.84,Rolling
1949,202609,CH05,South,SKU-102,268,75892.29,73865.91,25165.81,0.81,Rolling
1950,202609,CH05,South,SKU-103,271,40101.43,40970.82,13527.93,0.94,Rolling
1951,202609,CH05,South,SKU-201,264,29106.67,29507.36,9885.66,0.68,Rolling
1952,202609,CH05,South,SKU-202,307,69583.33,68400.91,23163.98,0.83,Rolling
1953,202609,CH05,South,SKU-203,296,43937.38,44345.17,14271.59,0.71,Rolling
1954,202609,CH05,South,SKU-301,281,42554.57,41057.58,14170.52,0.87,Rolling
1955,202609,CH05,South,SKU-302,268,22487.01,22189.15,7242.77,0.83,Rolling
1956,202609,CH05,South,SKU-303,275,53992.59,53528.25,17818.34,0.82,Rolling
1957,202609,CH05,South,SKU-401,262,97368.78,94078.78,32966.48,0.8,Rolling
1958,202609,CH05,South,SKU-402,260,35699.38,35618.56,12138.86,0.89,Rolling
1959,202609,CH05,East,SKU-101,292,56381.84,54772.97,18201.51,0.81,Rolling
1960,202609,CH05,East,SKU-102,282,83806.4,83720.24,27916.96,0.74,Rolling
1961,202609,CH05,East,SKU-103,264,41227.91,39644.84,13307.51,0.85,Rolling
1962,202609,CH05,East,SKU-201,272,26444.56,26209.27,9088.78,0.92,Rolling
1963,202609,CH05,East,SKU-202,280,64724.02,63047.57,21323.82,0.71,Rolling
1964,202609,CH05,East,SKU-203,284,39433.91,40096.29,12898.96,0.78,Rolling
1965,202609,CH05,East,SKU-301,276,44247.71,43305.69,15181.83,0.78,Rolling
1966,202609,CH05,East,SKU-302,278,26521.77,25671.23,9024.04,0.82,Rolling
1967,202609,CH05,East,SKU-303,252,53226.91,51403.63,17330.43,0.94,Rolling
1968,202609,CH05,East,SKU-401,281,100598.74,100941.9,34740.18,0.87,Rolling
1969,202609,CH05,East,SKU-402,288,40197.77,38349.64,12946.42,0.86,Rolling
1970,202609,CH05,West,SKU-101,289,50752.52,51837.85,17656.32,0.87,Rolling
1971,202609,CH05,West,SKU-102,274,71741.5,73138.1,23454.5,0.91,Rolling
1972,202609,CH05,West,SKU-103,268,42675.57,43868.05,14478.95,0.93,Rolling
1973,202609,CH05,West,SKU-201,287,30762.05,29543.11,10094.4,0.65,Rolling
1974,202609,CH05,West,SKU-202,249,52079.48,54171.32,17924.25,0.67,Rolling
1975,202609,CH05,West,SKU-203,257,36938.01,38583.42,12925.59,0.94,Rolling
1976,202609,CH05,West,SKU-301,266,42391.01,41540.11,14590.65,0.81,Rolling
1977,202609,CH05,West,SKU-302,285,25117.75,25278.56,8748.34,0.73,Rolling
1978,202609,CH05,West,SKU-303,302,63014.88,64822.58,21309.28,0.72,Rolling
1979,202609,CH05,West,SKU-401,253,92815.38,90153.47,31413.62,0.78,Rolling
1980,202609,CH05,West,SKU-402,251,32737.61,31415.81,10934.65,0.83,Rolling
1981,202609,CH06,North,SKU-101,231,42336.72,40349.65,13707.35,0.69,Rolling
1982,202609,CH06,North,SKU-102,253,72037.34,69495.04,23268.7,0.74,Rolling
1983,202609,CH06,North,SKU-103,286,40699.82,40309.58,13701.98,0.66,Rolling
1984,202609,CH06,North,SKU-201,276,26065.34,26518.59,8897.97,0.84,Rolling
1985,202609,CH06,North,SKU-202,262,57446.28,58598.78,19388.55,0.67,Rolling
1986,202609,CH06,North,SKU-203,277,36758.7,38140.04,12692.43,0.7,Rolling
1987,202609,CH06,North,SKU-301,296,46879.55,48352.02,15711.84,0.77,Rolling
1988,202609,CH06,North,SKU-302,297,24945.03,24599.84,8625.59,0.93,Rolling
1989,202609,CH06,North,SKU-303,255,48687.82,50979.27,16452.7,0.65,Rolling
1990,202609,CH06,North,SKU-401,223,73897.7,75875.35,24141.12,0.94,Rolling
1991,202609,CH06,North,SKU-402,276,35549.99,36946.06,12088.22,0.91,Rolling
1992,202609,CH06,South,SKU-101,310,55017.91,56687.2,19035.31,0.83,Rolling
1993,202609,CH06,South,SKU-102,264,73261.55,71344.92,24516.56,0.71,Rolling
1994,202609,CH06,South,SKU-103,269,43492.95,45413.74,14969.83,0.76,Rolling
1995,202609,CH06,South,SKU-201,306,30101.72,28716.23,9765.48,0.94,Rolling
1996,202609,CH06,South,SKU-202,268,59638.54,60597.63,19127.52,0.72,Rolling
1997,202609,CH06,South,SKU-203,267,34075.55,34977.03,11276.7,0.9,Rolling
1998,202609,CH06,South,SKU-301,245,35796.92,36854.3,11886.91,0.85,Rolling
1999,202609,CH06,South,SKU-302,302,24139.89,24792.35,8192.88,0.74,Rolling
2000,202609,CH06,South,SKU-303,270,50886.01,50501.8,17556.76,0.79,Rolling
2001,202609,CH06,South,SKU-401,274,92990.68,94857.0,32160.83,0.71,Rolling
2002,202609,CH06,South,SKU-402,263,39008.71,37929.06,12560.54,0.73,Rolling
2003,202609,CH06,East,SKU-101,265,52013.41,54091.36,17159.77,0.9,Rolling
2004,202609,CH06,East,SKU-102,244,70325.3,67228.61,23332.15,0.92,Rolling
2005,202609,CH06,East,SKU-103,257,37616.43,35904.58,12665.48,0.9,Rolling
2006,202609,CH06,East,SKU-201,266,29738.92,30600.44,9689.43,0.87,Rolling
2007,202609,CH06,East,SKU-202,270,60417.81,58170.01,20366.68,0.8,Rolling
2008,202609,CH06,East,SKU-203,271,39584.52,39400.6,13208.24,0.8,Rolling
2009,202609,CH06,East,SKU-301,271,42345.89,41403.52,14225.94,0.84,Rolling
2010,202609,CH06,East,SKU-302,277,22903.09,21834.88,7561.12,0.78,Rolling
2011,202609,CH06,East,SKU-303,237,46014.24,47917.54,14937.71,0.67,Rolling
2012,202609,CH06,East,SKU-401,269,102453.59,97436.47,34053.38,0.93,Rolling
2013,202609,CH06,East,SKU-402,264,34577.09,34570.21,11256.73,0.79,Rolling
2014,202609,CH06,West,SKU-101,288,50622.74,48906.14,16617.35,0.83,Rolling
2015,202609,CH06,West,SKU-102,263,78821.17,75671.92,26699.63,0.68,Rolling
2016,202609,CH06,West,SKU-103,258,36812.02,37240.5,12402.27,0.7,Rolling
2017,202609,CH06,West,SKU-201,245,25880.8,27120.67,8725.93,0.93,Rolling
2018,202609,CH06,West,SKU-202,267,59808.08,60988.85,19798.18,0.91,Rolling
2019,202609,CH06,West,SKU-203,270,35178.26,34923.14,11768.4,0.86,Rolling
2020,202609,CH06,West,SKU-301,284,41885.77,43977.76,14469.86,0.73,Rolling
2021,202609,CH06,West,SKU-302,254,22152.28,22929.38,7606.0,0.91,Rolling
2022,202609,CH06,West,SKU-303,259,49694.81,47751.85,16922.37,0.69,Rolling
2023,202609,CH06,West,SKU-401,278,103548.44,99816.08,35569.34,0.95,Rolling
2024,202609,CH06,West,SKU-402,290,40639.21,40321.34,13895.16,0.87,Rolling
2025,202609,CH07,North,SKU-101,276,52482.92,50495.14,17674.78,0.73,Rolling
2026,202609,CH07,North,SKU-102,264,74361.06,76657.34,25006.26,0.65,Rolling
2027,202609,CH07,North,SKU-103,269,40715.89,40327.84,14167.48,0.66,Rolling
2028,202609,CH07,North,SKU-201,279,31514.49,30498.57,10586.95,0.66,Rolling
2029,202609,CH07,North,SKU-202,270,64311.75,61828.48,21570.07,0.81,Rolling
2030,202609,CH07,North,SKU-203,259,32768.77,33609.33,11165.06,0.83,Rolling
2031,202609,CH07,North,SKU-301,274,40722.79,39402.73,13914.47,0.86,Rolling
2032,202609,CH07,North,SKU-302,254,20579.23,21427.04,6729.24,0.75,Rolling
2033,202609,CH07,North,SKU-303,259,53878.95,55875.68,17536.41,0.86,Rolling
2034,202609,CH07,North,SKU-401,263,89085.64,84695.44,29885.49,0.7,Rolling
2035,202609,CH07,North,SKU-402,282,39623.98,39775.5,13428.33,0.83,Rolling
2036,202609,CH07,South,SKU-101,278,51061.22,50754.66,17022.98,0.88,Rolling
2037,202609,CH07,South,SKU-102,264,72488.9,70421.03,24787.56,0.79,Rolling
2038,202609,CH07,South,SKU-103,280,45670.09,47878.33,15532.18,0.91,Rolling
2039,202609,CH07,South,SKU-201,270,29825.8,31292.57,10101.79,0.88,Rolling
2040,202609,CH07,South,SKU-202,272,59268.72,61603.94,19065.47,0.83,Rolling
2041,202609,CH07,South,SKU-203,264,38492.93,39854.9,13009.27,0.73,Rolling
2042,202609,CH07,South,SKU-301,269,39765.76,38186.21,13372.96,0.74,Rolling
2043,202609,CH07,South,SKU-302,278,24148.25,23067.28,8446.48,0.8,Rolling
2044,202609,CH07,South,SKU-303,291,60392.39,58215.03,20517.24,0.88,Rolling
2045,202609,CH07,South,SKU-401,273,92077.8,89703.53,31866.94,0.84,Rolling
2046,202609,CH07,South,SKU-402,290,35766.52,34984.16,12426.0,0.92,Rolling
2047,202609,CH07,East,SKU-101,271,50393.07,49101.68,17358.23,0.68,Rolling
2048,202609,CH07,East,SKU-102,269,71715.06,71855.67,24191.33,0.87,Rolling
2049,202609,CH07,East,SKU-103,256,39419.23,41323.67,12871.35,0.95,Rolling
2050,202609,CH07,East,SKU-201,281,26975.44,26437.06,8678.86,0.76,Rolling
2051,202609,CH07,East,SKU-202,273,63590.62,61665.05,20596.21,0.75,Rolling
2052,202609,CH07,East,SKU-203,284,36667.49,34865.16,12798.88,0.83,Rolling
2053,202609,CH07,East,SKU-301,281,39863.89,40242.36,12913.61,0.77,Rolling
2054,202609,CH07,East,SKU-302,273,22308.12,21269.53,7672.81,0.87,Rolling
2055,202609,CH07,East,SKU-303,242,51962.7,53361.16,18180.96,0.73,Rolling
2056,202609,CH07,East,SKU-401,269,96868.19,93142.78,31367.6,0.67,Rolling
2057,202609,CH07,East,SKU-402,279,38781.6,40252.59,13271.45,0.79,Rolling
2058,202609,CH07,West,SKU-101,261,50663.67,49346.9,17058.75,0.88,Rolling
2059,202609,CH07,West,SKU-102,258,71075.16,73353.54,24289.9,0.91,Rolling
2060,202609,CH07,West,SKU-103,252,35570.41,34364.64,11951.39,0.94,Rolling
2061,202609,CH07,West,SKU-201,263,24983.66,26050.15,8130.55,0.92,Rolling
2062,202609,CH07,West,SKU-202,254,56799.37,56121.88,19313.25,0.94,Rolling
2063,202609,CH07,West,SKU-203,275,34510.89,34951.98,11513.37,0.92,Rolling
2064,202609,CH07,West,SKU-301,265,38226.88,37307.04,12663.94,0.74,Rolling
2065,202609,CH07,West,SKU-302,258,24137.53,23085.86,8366.57,0.69,Rolling
2066,202609,CH07,West,SKU-303,238,47621.79,47580.05,16059.74,0.74,Rolling
2067,202609,CH07,West,SKU-401,278,94823.87,97919.88,32413.8,0.77,Rolling
2068,202609,CH07,West,SKU-402,272,39875.93,38637.71,12818.23,0.75,Rolling
2069,202609,CH08,North,SKU-101,281,55340.78,57841.29,17862.41,0.67,Rolling
2070,202609,CH08,North,SKU-102,275,79240.41,75686.6,25882.82,0.72,Rolling
2071,202609,CH08,North,SKU-103,262,42847.33,42914.02,14573.57,0.67,Rolling
2072,202609,CH08,North,SKU-201,235,26214.78,26289.45,9079.09,0.89,Rolling
2073,202609,CH08,North,SKU-202,241,55580.35,55266.33,18270.43,0.78,Rolling
2074,202609,CH08,North,SKU-203,267,33612.15,32871.77,11297.95,0.86,Rolling
2075,202609,CH08,North,SKU-301,276,44277.26,44529.98,14453.89,0.79,Rolling
2076,202609,CH08,North,SKU-302,279,26668.4,26949.62,8955.45,0.66,Rolling
2077,202609,CH08,North,SKU-303,240,43992.84,43556.71,14522.32,0.84,Rolling
2078,202609,CH08,North,SKU-401,272,95240.93,93124.08,33199.54,0.68,Rolling
2079,202609,CH08,North,SKU-402,303,41305.83,39690.12,13305.76,0.78,Rolling
2080,202609,CH08,South,SKU-101,282,54776.96,53564.47,18167.24,0.92,Rolling
2081,202609,CH08,South,SKU-102,290,79418.73,76982.04,27687.17,0.71,Rolling
2082,202609,CH08,South,SKU-103,286,47430.61,46805.27,15677.98,0.84,Rolling
2083,202609,CH08,South,SKU-201,280,29466.18,30219.85,10189.21,0.8,Rolling
2084,202609,CH08,South,SKU-202,276,62548.16,64987.84,20682.71,0.71,Rolling
2085,202609,CH08,South,SKU-203,268,36437.07,37907.33,12334.79,0.91,Rolling
2086,202609,CH08,South,SKU-301,252,39035.04,37207.26,13232.63,0.94,Rolling
2087,202609,CH08,South,SKU-302,241,22860.15,21739.31,7747.93,0.79,Rolling
2088,202609,CH08,South,SKU-303,263,48188.52,49408.0,15426.8,0.74,Rolling
2089,202609,CH08,South,SKU-401,270,91609.22,94639.98,31884.13,0.91,Rolling
2090,202609,CH08,South,SKU-402,271,39764.36,39403.46,13062.73,0.68,Rolling
2091,202609,CH08,East,SKU-101,269,52237.83,53113.14,16893.01,0.69,Rolling
2092,202609,CH08,East,SKU-102,268,75169.28,78006.8,24325.43,0.84,Rolling
2093,202609,CH08,East,SKU-103,275,37907.24,36731.86,12380.15,0.93,Rolling
2094,202609,CH08,East,SKU-201,251,26272.67,26347.7,9072.52,0.93,Rolling
2095,202609,CH08,East,SKU-202,272,63500.22,62005.16,22088.72,0.85,Rolling
2096,202609,CH08,East,SKU-203,266,35506.6,34136.7,12127.97,0.9,Rolling
2097,202609,CH08,East,SKU-301,281,46368.96,44167.62,15300.86,0.73,Rolling
2098,202609,CH08,East,SKU-302,232,20887.28,21686.33,7304.09,0.89,Rolling
2099,202609,CH08,East,SKU-303,268,57053.42,56855.48,19600.8,0.79,Rolling
2100,202609,CH08,East,SKU-401,265,96355.7,98541.84,31865.03,0.82,Rolling
2101,202609,CH08,East,SKU-402,296,38197.27,37023.97,12998.55,0.77,Rolling
2102,202609,CH08,West,SKU-101,286,54857.28,54706.85,18508.04,0.72,Rolling
2103,202609,CH08,West,SKU-102,271,77690.34,76416.61,26433.83,0.84,Rolling
2104,202609,CH08,West,SKU-103,264,38264.11,38774.35,12327.59,0.68,Rolling
2105,202609,CH08,West,SKU-201,277,27844.1,27815.35,9700.09,0.93,Rolling
2106,202609,CH08,West,SKU-202,261,59493.81,62322.65,19890.47,0.88,Rolling
2107,202609,CH08,West,SKU-203,284,40764.95,39790.84,13194.29,0.78,Rolling
2108,202609,CH08,West,SKU-301,304,47379.89,47968.17,15350.0,0.77,Rolling
2109,202609,CH08,West,SKU-302,252,20492.4,19964.47,6789.19,0.81,Rolling
2110,202609,CH08,West,SKU-303,256,53867.17,56359.29,17760.46,0.86,Rolling
2111,202609,CH08,West,SKU-401,258,93760.18,96598.09,30142.08,0.83,Rolling
2112,202609,CH08,West,SKU-402,271,35214.27,35496.07,12014.92,0.66,Rolling
